Date,Region,Report_Text
08/03/2021,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
08/03/2021,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
08/10/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/10/2021,RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/10/2021,RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/11/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/11/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/12/2021,RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/12/2021,NYIS,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
08/15/2021,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
08/16/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/17/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/17/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/18/2021,ERCO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
08/20/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/20/2021,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
08/21/2021,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
08/22/2021,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/24/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/24/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/27/2021,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
08/29/2021,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/29/2021,SERC,Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.
08/29/2021,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/29/2021,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/29/2021,NYIS,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
08/29/2021,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
08/29/2021,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
08/30/2021,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/01/2021,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
09/01/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
09/02/2021,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
09/07/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
09/07/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
09/08/2021,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
09/09/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/09/2021,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/10/2021,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
09/10/2021,MISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/10/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
09/10/2021,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
09/11/2021,TRE/SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
09/13/2021,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
09/13/2021,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
09/13/2021,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/13/2021,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
09/14/2021,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
09/14/2021,ERCO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
